Fields,Geometry,BoundingBox,X,Y,id,left,top,right,bottom
11,'Polygon',"[-93.5311523104916,44.0769846593175;-93.5311493104916,44.0769876593175]","[-93.5311523104916,-93.5311493104916,-93.5311493104916,-93.5311523104916,-93.5311523104916,NaN]","[44.0769876593175,44.0769876593175,44.0769846593175,44.0769846593175,44.0769876593175,NaN]",11,-93.53085828,44.07782922,-93.53085528,44.07782622
12,'Polygon',"[-93.5311555721612,44.0767893225244;-93.5311525721612,44.0767923225244]","[-93.5311555721612,-93.5311525721612,-93.5311525721612,-93.5311555721612,-93.5311555721612,NaN]","[44.0767923225244,44.0767923225244,44.0767893225244,44.0767893225244,44.0767923225244,NaN]",12,-93.53085828,44.07782622,-93.53085528,44.07782322
13,'Polygon',"[-93.5308831148854,44.0767886063106;-93.5308801148854,44.0767916063106]","[-93.5308831148854,-93.5308801148854,-93.5308801148854,-93.5308831148854,-93.5308831148854,NaN]","[44.0767916063106,44.0767916063106,44.0767886063106,44.0767886063106,44.0767916063106,NaN]",13,-93.53085828,44.07782322,-93.53085528,44.07782022
14,'Polygon',"[-93.5306114228981,44.0767886458851;-93.5306084228981,44.0767916458851]","[-93.5306114228981,-93.5306084228981,-93.5306084228981,-93.5306114228981,-93.5306114228981,NaN]","[44.0767916458851,44.0767916458851,44.0767886458851,44.0767886458851,44.0767916458851,NaN]",14,-93.53085828,44.07782022,-93.53085528,44.07781722
15,'Polygon',"[-93.5303246374014,44.0767886785384;-93.5303216374013,44.0767916785384]","[-93.5303246374014,-93.5303216374013,-93.5303216374013,-93.5303246374014,-93.5303246374014,NaN]","[44.0767916785384,44.0767916785384,44.0767886785384,44.0767886785384,44.0767916785384,NaN]",15,-93.53085828,44.07781722,-93.53085528,44.07781422
16,'Polygon',"[-93.5300346879487,44.0767909809994;-93.5300316879487,44.0767939809994]","[-93.5300346879487,-93.5300316879487,-93.5300316879487,-93.5300346879487,-93.5300346879487,NaN]","[44.0767939809994,44.0767939809994,44.0767909809994,44.0767909809994,44.0767939809994,NaN]",16,-93.53085828,44.07781422,-93.53085528,44.07781122
17,'Polygon',"[-93.5297343801656,44.0767908601607;-93.5297313801656,44.0767938601607]","[-93.5297343801656,-93.5297313801656,-93.5297313801656,-93.5297343801656,-93.5297343801656,NaN]","[44.0767938601607,44.0767938601607,44.0767908601607,44.0767908601607,44.0767938601607,NaN]",17,-93.53085828,44.07781122,-93.53085528,44.07780822
18,'Polygon',"[-93.5297348314130,44.0770260584710;-93.5297318314130,44.0770290584710]","[-93.5297348314130,-93.5297318314130,-93.5297318314130,-93.5297348314130,-93.5297348314130,NaN]","[44.0770290584710,44.0770290584710,44.0770260584710,44.0770260584710,44.0770290584710,NaN]",18,-93.53085828,44.07780822,-93.53085528,44.07780522
19,'Polygon',"[-93.5297362640044,44.0772343631215;-93.5297332640044,44.0772373631215]","[-93.5297362640044,-93.5297332640044,-93.5297332640044,-93.5297362640044,-93.5297362640044,NaN]","[44.0772373631215,44.0772373631215,44.0772343631215,44.0772343631215,44.0772373631215,NaN]",19,-93.53085828,44.07780522,-93.53085528,44.07780222
20,'Polygon',"[-93.5297378663734,44.0774493447392;-93.5297348663734,44.0774523447392]","[-93.5297378663734,-93.5297348663734,-93.5297348663734,-93.5297378663734,-93.5297378663734,NaN]","[44.0774523447392,44.0774523447392,44.0774493447392,44.0774493447392,44.0774523447392,NaN]",20,-93.53085828,44.07780222,-93.53085528,44.07779922
21,'Polygon',"[-93.5297412431959,44.0776602658099;-93.5297382431959,44.0776632658099]","[-93.5297412431959,-93.5297382431959,-93.5297382431959,-93.5297412431959,-93.5297412431959,NaN]","[44.0776632658099,44.0776632658099,44.0776602658099,44.0776602658099,44.0776632658099,NaN]",21,-93.53085828,44.07779922,-93.53085528,44.07779622
22,'Polygon',"[-93.5297474875083,44.0778472026463;-93.5297444875083,44.0778502026463]","[-93.5297474875083,-93.5297444875083,-93.5297444875083,-93.5297474875083,-93.5297474875083,NaN]","[44.0778502026463,44.0778502026463,44.0778472026463,44.0778472026463,44.0778502026463,NaN]",22,-93.53085828,44.07779622,-93.53085528,44.07779322
