96.208	115.5	86.615
88.028	107.02	79.058
92.419	111.81	82.796
95.584	114.83	86.078
90.944	110.98	83.131
93.506	111.52	82.601
90.082	110.9	81.59
95.553	113.28	85.776
91.344	109.53	81.945
87.954	108.56	80.241
86.861	109.56	80.506
86.637	110.23	81.274
87.167	109.86	81.244
89.001	111.32	82.614
88.93	112.53	82.314
94.27	118.03	88.643
85.7	111.25	82.089
94.137	117.5	89.229
88.711	113.84	84.759
85.85	109.95	82.879
91.862	114.82	85.866
95.176	118.58	90.908
90.14	115.15	86.971
100.16	124.45	98.218
86.177	114.32	85.961
92.979	120.62	91.183
91.764	121.15	91.319
91.517	120.63	90.823
92.876	120.2	90.172
95.045	120.64	90.189
94.766	119.85	89.661
89.937	116.19	87.483
93.048	113.4	84.401
91.599	111.37	82.873
99.706	118.59	89.447
97.766	117.17	88.803
92.098	111.82	83.473
96.76	115.44	86.52
93.132	114.64	84.72
99.665	118.06	89.985
90.854	110.07	82.589
90.95	110.95	83.072
85.644	107.96	79.412
88.01	111.17	81.216
86.47	110.22	80.707
88.8	111.78	82.035
89.078	112.04	81.826
87.493	111.73	81.227
83.259	108.22	79.252
94.363	118.89	90.271
89.471	114.3	85.522
89.642	114.47	87.969
93.187	116.86	88.602
94.697	119.95	92.383
91.958	117.49	89.562
99.495	125.31	98.674
86.886	113.92	86.597
93.712	121.75	92.552
91.69	119.47	90.994
90.484	119.13	89.721
91.444	119.44	88.719
94.404	119.68	89.767
97.049	121.84	91.445
89.18	115.69	86.503
91.468	112.96	84.904
98.325	118.38	88.311
105.46	124.03	93.981
101.87	120.04	90.3
94.294	113.99	85.727
102.31	121.23	91.048
101.08	121.1	90.978
101.87	120.03	91.785
94.141	114.44	87.066
93.176	113.37	85.515
87.563	110.49	81.77
89.999	113.17	83.816
89.675	113.01	84.407
91.596	114.65	84.817
89.843	112.57	83.277
84.246	110.3	80.773
84.734	110.12	82.354
96.28	120.32	92.084
91.897	117.09	88.677
92.414	116.71	89.501
100.72	125.4	96.698
98.829	125.13	97.027
93.486	120.56	92.673
101.54	127.01	101.21
90.957	118.27	90.13
92.177	120.95	91.735
94.865	123.87	95.753
90.051	118.71	88.606
90.783	117.97	88.211
91.985	117.92	88.232
93.787	118.97	89.983
88.948	115.52	87.476
89.793	110.92	82.48
99.297	119.8	88.596
103	121.69	90.796
102.09	120.5	89.783
91.539	113.63	84.034
101.63	121.19	89.819
97.43	118.52	87.279
98.408	116.5	87.269
90.165	110.35	82.778
88.659	110.35	81.216
85.89	108.82	79.813
86.342	109.84	80.95
85.882	110.7	80.673
90.946	114.68	85.155
96.124	120.77	91.264
92.945	118.67	90.212
87.201	112.64	84.296
93.639	117.63	88.116
90.44	114.44	86.002
93.169	116.66	89.26
101.54	125.73	95.989
102.1	127.87	97.541
91.55	117.55	89.327
100.59	126.56	99.392
89.854	117.69	88.429
92.301	120.85	91.279
92.481	121.51	92.49
91.765	121.72	91.058
91.282	119.06	88.791
93.355	119.02	88.206
92.413	118.34	88.763
89.096	115.88	86.469
93.02	114.16	84.918
97.048	117.86	87.552
97.62	117.66	88.156
101.55	121.02	90.508
95.14	116.78	86.92
101.95	121.91	90.675
96.66	118.04	86.964
103.27	121.02	91.626
92.272	112.82	84.839
87.852	110.79	81.146
88.482	112.8	83.536
86.887	110.52	82.614
87.088	110.94	82.263
93.64	118.29	89.171
93.627	118.46	89.473
95.275	120.69	92.018
92.397	117.74	88.695
98.833	122.7	93.668
92.606	117.37	89.181
95.578	119.03	91.741
102.21	125.63	97.159
103.81	129.03	99.102
95.171	121.52	93.214
101.12	126.63	100.7
89.344	116	88.615
92.496	120.3	91.674
93.552	122.1	93.291
89.501	118.48	89.428
92.266	119.73	89.419
95.381	120.53	91.49
90.017	116.8	87.675
90.7	116.56	88.509
90.255	112.77	83.335
92.907	113.87	84.379
92.565	114.12	85.152
99.289	118.88	88.592
94.477	115.6	85.72
101.75	120.7	89.618
99.276	120.54	89.735
104.58	122.49	93.138
98.785	117.87	88.437
88.366	111.74	82.568
90.887	115.51	85.501
87.669	111.07	82.587
86.008	110.41	82.224
95.882	120.73	91.021
93.156	117.34	88.464
94.306	119.06	90.202
95.885	120.71	91.064
102.01	125.69	96.199
95.789	120.79	92.543
