68.068	102.82	61.623
68.272	102.99	62.105
66.428	102.06	61.199
65.726	99.977	59.031
66.127	99.918	59.342
65.868	99.653	59.311
66.981	101.72	60.023
67.165	101.72	59.919
65.285	100.37	58.943
66.363	100.64	59.9
65.681	100.44	58.563
69.588	105.02	64.058
70.409	106.73	65.147
71.65	108.7	66.032
70.018	106.27	64.331
67.322	103.45	62.394
50.213	80.645	48.719
36.309	61.601	37.613
31.193	54.669	33.577
30.775	55.312	34.48
30.609	54.878	33.927
30.103	52.844	32.428
28.604	50.728	30.384
29.721	51.743	31.556
30.291	53.168	33.877
30.787	53.457	33.971
30.648	53.787	34.393
30.486	53.886	34.235
29.712	53.003	33.187
30.324	53.872	33.364
31.63	54.716	35.052
32.474	54.126	31.791
32.903	53.856	31.761
33.328	54.601	32.558
31.705	52.446	30.77
31.134	52.251	30.967
31.453	52.814	30.992
33.295	55.488	32.108
32.442	54.277	30.812
32.889	55.532	31.898
33.634	56.835	32.843
36.197	59.645	34.821
37.512	62.54	38.041
39.867	66.184	39.396
42.681	70.509	41.98
42.253	69.58	41.677
43.448	71.46	42.043
48.277	78.781	46.907
45.586	75.748	45.077
45.259	74.696	45.407
42.65	71.878	43.302
38.069	65.447	39.632
33.205	58.142	35.905
29.737	53.046	30.949
30.403	52.775	32.364
31.979	56.117	34.95
30.862	55.582	34.896
30.448	53.908	34.316
29.865	53.579	33.195
29.62	53.349	33.808
29.854	53.102	33.947
29.833	53.06	33.904
26.735	47.19	29.312
27.019	47.513	29.99
25.954	45.789	28.299
26.137	46.312	29.094
26.981	46.725	29.828
28.56	49.299	30.895
28.328	49.439	30.324
27	49.24	29.166
29.184	51.275	31.56
29.69	51.819	31.131
31.01	53.573	32.878
32.808	56.999	35.814
36.995	61.354	38.16
38.773	64.408	37.828
40.498	67.798	40.499
44.351	73.01	42.999
51.034	82.19	48.899
49.351	80.507	47.234
46.849	76.251	45.642
41.309	68.546	40.944
36.085	62.105	38.252
32.37	56.505	34.81
31.075	54.299	32.785
32.611	55.171	34.365
32.427	56.074	34.42
31.47	55.882	34.761
31.365	55.02	34.386
32.573	56.276	35.245
29.676	51.274	31.767
30.713	53.063	32.741
31.702	54.183	34.426
24.531	44.971	27.757
25.161	46.002	29.2
25.011	45.544	28.74
24.215	44.747	28.084
26.427	46.45	29.593
26.465	47.709	30.339
27.403	48.378	30.15
27.279	49.794	31.569
28.286	51.088	32.019
29.288	50.38	31.021
30.266	52.927	32.683
31.923	54.424	34.147
36.054	59.78	37.412
37.854	63.174	38.435
40.43	67.426	40.261
45.876	75.074	45.173
45.958	75.365	43.963
45.973	75.6	44.66
42.873	70.466	41.514
41.091	67.263	39.64
38.966	65.565	39.008
38.842	63.669	37.788
37.526	62.176	36.044
36.682	60.311	35.214
36.919	61.029	35.225
36.548	61.345	36.004
36.994	61.417	36.379
36.532	60.222	35.389
36.496	59.045	34.66
36.322	59.036	33.909
40.367	63.005	38.904
23.649	43.829	28.087
24.962	45.016	29.209
24.666	44.38	28.518
24.278	43.768	27.681
24.25	43.481	27.052
26.42	46.734	29.943
26.259	46.985	30.503
26.642	47.356	30.886
26.914	48.386	31.677
26.85	47.092	30.81
25.096	44.905	27.698
26.995	48.113	29.872
26.674	47.576	29.015
27.121	47.913	28.897
27.506	49.666	29.81
31.935	55.953	34.045
33.606	58.132	34.004
42.353	70.546	42.092
55.093	89.194	52.892
66.169	103.24	62.1
72.093	109.11	66.932
69.118	105.03	62.676
66.574	102.68	59.112
67.139	101.73	59.774
65.656	100.41	58.468
67.612	103.37	61.13
68.575	103.13	62.644
67.287	101.66	60.684
65.667	98.604	59.499
66.554	101.47	60.578
70.141	103.74	64.213
24.163	43.491	26.556
25.174	44.94	27.917
24.883	44.004	26.995
23.979	42.684	25.026
24.101	43.251	25.311
26.271	45.952	28.354
26.701	47.583	30.082
27.155	47.223	29.337
27.519	48.553	30.706
27.134	47.849	30.059
25.933	45.273	27.383
26.806	46.294	27.729
27.068	47.161	28.066
27.06	47.577	28.557
28.487	50.041	30.309
30.134	52.517	31.729
32.706	56.397	32.73
42.164	70.59	41.702
56.078	90.452	53.814
67.726	106.32	63.926
74.704	114.34	69.076
70.406	109.07	63.623
71.918	110.23	64.186
70.376	107.45	61.952
68.554	106.05	60.421
70.147	107.95	63.065
71.13	107.43	64.121
71.321	108.99	64.634
70.142	104.6	63.175
69.12	106.09	62.776
